#Wave		#Intensity
4001.691406	4819.366211
4000.780273	4782.706055
3999.868164	4764.712891
3998.957031	4521.229492
3998.044922	4449.758789
3997.132813	4502.288086
3996.219727	4391.417969
3995.307617	4243.986816
3994.394531	4152.933105
3993.481445	4222.370117
3992.568359	4187.646973
3991.655273	4031.952637
3990.741211	4126.686035
3989.828125	4196.064941
3988.914063	4178.248535
3987.999023	3986.150879
3987.084961	4165.122070
3986.169922	4071.458252
3985.255859	4219.427734
3984.340820	4167.921875
3983.424805	4147.325684
3982.509766	4168.848633
3981.593750	4170.714355
3980.677734	4301.657227
3979.761719	4339.961914
3978.845703	4397.882813
3977.929688	4450.168457
3977.012695	4519.251465
3976.095703	4560.274414
3975.178711	4620.894043
3974.260742	4535.802246
3973.343750	4655.219727
3972.425781	4704.574707
3971.507813	4815.500000
3970.589844	4906.781738
3969.671875	4771.348145
3968.752930	4543.646973
3967.833984	4696.465332
3966.915039	4664.642090
3965.996094	4711.118164
3965.076172	4788.321289
3964.157227	4577.640137
3963.237305	4484.402344
3962.317383	4556.016602
3961.396484	4432.105469
3960.476563	4512.074707
3959.555664	4421.726563
3958.634766	4378.863281
3957.713867	4338.809570
3956.792969	4237.402344
3955.871094	4147.196777
3954.949219	4140.681641
3954.027344	3941.817627
3953.105469	3991.092773
3952.182617	4068.209961
3951.260742	4047.788330
3950.337891	3974.457275
3949.415039	3929.004639
3948.491211	3967.090088
3947.568359	3907.742676
3946.644531	3979.206787
3945.720703	4089.586914
3944.796875	3921.776367
3943.873047	3912.545898
3942.948242	4064.567139
3942.023438	3988.599365
3941.098633	4226.679688
3940.173828	4186.826172
3939.248047	4291.426758
3938.323242	4257.130371
3937.397461	4419.970703
3936.471680	4330.145508
3935.544922	4420.742188
3934.619141	4469.680176
3933.692383	4438.154297
3932.765625	4539.756836
3931.838867	4547.044922
3930.912109	4457.311035
3929.984375	4569.924316
3929.056641	4538.409668
3928.128906	4603.861816
3927.201172	4505.886719
3926.272461	4455.025391
3925.344727	4470.623535
3924.416016	4428.095215
3923.487305	4440.924805
3922.557617	4547.802246
3921.628906	4317.218750
3920.699219	4354.949219
3919.769531	4174.272949
3918.839844	4098.702637
3917.910156	3965.139893
3916.979492	3958.714111
3916.048828	4051.719482
3915.118164	3981.767090
3914.187500	3922.888672
3913.255859	3955.117432
3912.324219	3830.045654
3911.393555	3989.183838
3910.460938	3922.081787
3909.529297	3857.767090
3908.596680	3947.867432
3907.665039	3800.887939
3906.732422	3951.583740
3905.798828	3859.769531
3904.866211	3894.698730
3903.932617	4042.515869
3902.999023	3865.395752
3902.065430	4062.696777
3901.131836	4144.328613
3900.197266	4014.076904
3899.263672	4134.190918
3898.329102	4339.500000
3897.393555	4173.549805
3896.458984	4274.303711
3895.523438	4292.567383
3894.588867	4415.227539
3893.653320	4356.537598
3892.716797	4270.412109
3891.781250	4239.237793
3890.844727	4460.616699
3889.908203	4305.916016
3888.971680	4258.291504
3888.035156	4350.587402
3887.097656	4267.321289
3886.160156	4351.346680
3885.222656	4309.236328
3884.285156	4152.039063
3883.346680	4151.092285
3882.409180	4078.922607
3881.470703	4077.992676
3880.532227	4088.015381
3879.592773	3985.795654
3878.654297	4039.624268
3877.714844	3819.802979
3876.775391	3950.241699
3875.835938	3779.770508
3874.895508	3959.377197
3873.956055	3772.578613
3873.015625	3700.656494
3872.075195	3803.646973
3871.133789	3860.148438
3870.193359	3812.835938
3869.251953	3839.271973
3868.310547	3723.735107
3867.369141	3802.037109
3866.426758	3937.607178
3865.485352	3860.320068
3864.542969	3905.806396
3863.600586	4003.082520
3862.658203	4043.062256
3861.714844	3922.209961
